2020-02-03 21:22:21,635 - socket 请求web结果 "054"

2020-02-03 21:22:21,635 - 连接socket成功
2020-02-03 21:22:22,597 - 收到数据：#4@0@4@5!
2020-02-03 21:22:22,628 - socket 请求web结果 "054"

2020-02-03 21:22:22,628 - 连接socket成功
2020-02-03 21:22:22,659 - 收到数据：#4@0@4@5!
2020-02-03 21:22:22,691 - socket 请求web结果 "054"

2020-02-03 21:22:22,691 - 连接socket成功
2020-03-16 13:36:20,750 - 收到数据：123456
2020-03-16 13:36:20,762 - 收到数据：123456
2020-03-16 13:36:20,773 - 收到数据：123456
2020-03-16 13:36:20,784 - 收到数据：123456
2020-03-16 13:36:20,794 - 收到数据：123456
2020-03-16 13:36:20,805 - 收到数据：123456
2020-03-16 13:36:20,806 - 收到数据：123456
2020-03-16 13:36:20,816 - 收到数据：123456
2020-03-16 13:36:20,827 - 收到数据：123456
2020-03-16 13:36:20,838 - 收到数据：123456
2020-03-16 13:36:20,849 - 收到数据：123456
2020-03-16 13:36:20,860 - 收到数据：123456
2020-03-16 13:36:20,871 - 收到数据：123456
2020-03-16 13:36:20,882 - 收到数据：123456
2020-03-16 13:36:20,893 - 收到数据：123456
2020-03-16 13:36:20,904 - 收到数据：123456
2020-03-16 13:36:20,905 - 收到数据：123456
2020-03-16 13:36:20,915 - 收到数据：123456
2020-03-16 13:36:20,915 - 收到数据：123456
2020-03-16 13:36:20,916 - 收到数据：123456
2020-03-16 13:36:20,926 - 收到数据：123456
2020-03-16 13:36:20,937 - 收到数据：123456
2020-03-16 13:36:20,947 - 收到数据：123456
2020-03-16 13:36:20,948 - 收到数据：123456
2020-03-16 13:36:20,948 - 收到数据：123456
2020-03-16 13:36:20,948 - 收到数据：123456
2020-03-16 13:36:20,959 - 收到数据：123456
2020-03-16 13:36:20,970 - 收到数据：123456
2020-03-16 13:36:20,971 - 收到数据：123456
2020-03-16 13:36:20,971 - 收到数据：123456
2020-03-16 13:36:20,972 - 收到数据：123456
2020-03-16 13:36:20,972 - 收到数据：123456
